ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1439,"","MetalPhantomon Medal","金屬幻影獸獎牌","","메탈팬텀몬 메달","MetalPhantomon-Med."
1440,"","MetalMamemon Medal","鋼鐵豆豆獸獎牌","","메탈콩알몬 메달","MetalMamemon-Med."
1441,"","M Gallantmon Medal","中世紀紅蓮騎士獸獎牌","","M듀크몬 메달","MedievalGallantmon-M."
1442,"","Mephistomon Medal","梅菲斯獸獎牌","","메피스몬 메달","Mephistomon-Medaille"
1443,"","Meramon Medal","火焰獸獎牌","","메라몬 메달","Meramon-Medaille"
1444,"","Mervamon Medal","梅爾瓦獸獎牌","","멜바몬 메달","Mervamon-Medaille"
1445,"","Mercurymon Medal","銀鏡獸獎牌","","머큐레몬 메달","Mercurymon-Medaille"
1446,"","Merukimon Medal","墨丘利獸獎牌","","메르크리몬 메달","Merukimon-Medaille"
1447,"","Mojyamon Medal","毛人獸獎牌","","모털몬 메달","Mojyamon-Medaille"
1448,"","Motimon Medal","年糕獸獎牌","","모티몬 메달","Motimon-Medaille"
1449,"","Monochromon Medal","角龍獸獎牌","","모노크로몬 메달","Monochromon-Medaille"
1450,"","Monodramon Medal","單角龍獸獎牌","","모노드라몬 메달","Monodramon-Medaille"
1451,"","Monzaemon Medal","熊仔獸獎牌","","퍼펫몬 메달","Monzaemon-Medaille"
1452,"","Crowmon Medal","八咫鴉獸獎牌","","크라운몬 메달","Crowmon-Medaille"
1453,"","Frigimon Medal","雪人獸獎牌","","프리지몬 메달","Frigimon-Medaille"
1454,"","YukimiBotamon Medal","雪球獸獎牌","","하얀몬 메달","SnowBotamon-Med."
1455,"","Unimon Medal","獨角馬獸獎牌","","유니몬 메달","Unimon-Medaille"
1456,"","Junomon Medal","朱諾獸獎牌","","유노몬 메달","Junomon-Medaille"
1457,"","Junomon HM Medal","朱諾獸HM獎牌","","유노몬HM 메달","Junomon-HM-Medaille"
1458,"","Jupitermon Medal","朱庇特獸獎牌","","유피테르몬 메달","Jupitermon-Medaille"
1459,"","Jupitermon LM Medal","朱庇特獸LM獎牌","","유피테르몬LM 메달","Jupitermon-LM-Med."
1460,"","Yuramon Medal","浮球獸獎牌","","유라몬 메달","Yuramon-Medaille"
1461,"","Lanamon Medal","娜娜獸獎牌","","라나몬 메달","Lanamon-Medaille"
1462,"","RizeGreymon Medal","進昇暴龍獸獎牌","","라이즈그레이몬 메달","RizeGreymon-Medaille"
1463,"","Lighdramon Medal","雷龍獸獎牌","","번개드라몬 메달","Raidramon-Medaille"
1464,"","Lilamon Medal","丁香獸獎牌","","라일라몬 메달","Lilamon-Medaille"
1465,"","RustTyranomon Medal","終極巨龍獸獎牌","","러스트티라노몬 메달","RustTyrannomon-Med."
1466,"","Rapidmon Medal","拉比獸獎牌","","래피드몬 메달","Rapidmon-Medaille"
1467,"","Rapidmon A Medal","拉比獸(盔甲)獎牌","","래피드몬A 메달","Rapidmon (Armor)-Med."
1468,"","Raptordramon Medal","猛禽龍獸獎牌","","라프타드라몬 메달","Raptordramon-Med."
1469,"","Lalamon Medal","拉拉獸獎牌","","라라몬 메달","Lalamon-Medaille"
1470,"","Leviamon Medal","利維坦獸獎牌","","리바이어몬 메달","Leviamon-Medaille"
1471,"","Deputymon Medal","左輪獸獎牌","","카우보이몬 메달","Deputymon-Medaille"
1472,"","Lilithmon Medal","莉莉絲獸獎牌","","리리스몬 메달","Lilithmon-Medaille"
1473,"","Lillymon Medal","花仙獸獎牌","","릴리몬 메달","Lillymon-Medaille"
1474,"","Lucemon Medal","光明獸獎牌","","루체몬 메달","Lucemon-Medaille"
1475,"","Lucemon SM Medal","光明獸SM獎牌","","루체몬SM 메달","Lucemon-SM-Medaille"
1476,"","Lucemon FM Medal","光明獸FM獎牌","","루체몬FM 메달","Lucemon-FM-Medaille"
1477,"","Lucemon Rival Medal","光明獸幼蟲獎牌","","루체몬 라르바 메달","Lucemon-Rivale-Med."
1478,"","Lunamon Medal","露娜獸獎牌","","루나몬 메달","Lunamon-Medaille"
1479,"","Raremon Medal","爛泥獸獎牌","","레어몬 메달","Raremon-Medaille"
1480,"","Ravemon Medal","鴉神獸獎牌","","레이브몬 메달","Ravemon-Medaille"
1481,"","Ravemon BM Medal","鴉神獸BM獎牌","","레이브몬BM 메달","Ravemon BM-Medaille"
1482,"","Loweemon Medal","黑獅獸獎牌","","레베몬 메달","Löwemon-Medaille"
1483,"","Leomon Medal","獅子獸獎牌","","레오몬 메달","Leomon-Medaille"
1484,"","Lekismon Medal","雷克斯獸獎牌","","레키스몬 메달","Lekismon-Medaille"
1485,"","RedVegiemon Medal","紅鼻屎獸獎牌","","레드베지몬 메달","RedVeggiemon-Medaille"
1486,"","Reppamon Medal","鐮鼬獸獎牌","","레파몬 메달","Reppamon-Medaille"
1487,"","LadyDevimon Medal","女惡魔獸獎牌","","레이디데블몬 메달","LadyDevimon-Medaille"
1488,"","Renamon Medal","妖狐獸獎牌","","레나몬 메달","Renamon-Medaille"
1489,"","Crusadermon Medal","劍皇獸獎牌","","로드나이트몬 메달","Crusadermon-Medaille"
1490,"","Locomon Medal","火車獸獎牌","","로코몬 메달","Locomon-Medaille"
1491,"","Rosemon Medal","薔薇獸獎牌","","로제몬 메달","Rosemon-Medaille"
1492,"","Rosemon BM Medal","薔薇獸BM獎牌","","로제몬BM 메달","Rosemon BM-Medaille"
1493,"","Lopmon Medal","黑大耳獸獎牌","","로프몬 메달","Lopmon-Medaille"
1494,"","Lotosmon Medal","蓮花獸獎牌","","로터스몬 메달","Lotosmon-Medaille"
1495,"","WereGarurumon Medal","獸人加魯魯獎牌","","워가루몬 메달","WereGarurumon-Med."
1496,"","Wormmon Medal","蟲蟲獸獎牌","","추추몬 메달","Wormmon-Medaille"
1497,"","Wisemon Medal","賢者獸獎牌","","와이즈몬 메달","Wisemon-Medaille"
1498,"","Waspmon Medal","雀蜂獸獎牌","","말벌몬 메달","Waspmon-Medaille"
1499,"","Wanyamon Medal","汪喵獸獎牌","","와냐몬 메달","Wanyamon-Medaille"
1500,"","WaruMonzaemon Medal","惡霸熊仔獸獎牌","","배드퍼펫몬 메달","WaruMonzaemon-Med."
1501,"","Archelomon Medal","海龜獸的獎牌","","왕거북몬 메달","Archelomon-Medaille"
1502,"","IceDevimon Medal","冰惡魔獸的獎牌","","아이스데블몬 메달","IceDevimon-Medaille"
1503,"","Aurumon Medal","貓頭鷹獸的獎牌","","부엉몬 메달","Aurumon-Medaille"
1504,"","Akatorimon Medal","巨雞獸的獎牌","","레드꼬끼몬 메달","Akatorimon-Medaille"
1505,"","Assaultmon Medal","突襲獸的獎牌","","어설트몬 메달","Armormon-Medaille"
1506,"","A-Kabuterimon BL Medal","藍超比多獸的獎牌","","A캅테리몬BL 메달","MegaKabuterimon-(Bl.)-M."
1507,"","Argomon U Medal","亞爾哥獸完全體的獎牌","","아르고몬 완전체 메달","U.-Argomon-Medaille"
1508,"","U-Brachiomon Medal","究極腕龍獸的獎牌","","알티메트브라키몬 메달","U.-Brachiomon-Med."
1509,"","Alphamon O Medal","阿爾法獸 王龍劍的獎牌","","알파몬 왕룡검 메달","Alphamon-O-Medaille"
1510,"","Aruraumon Medal","愛娜溫獸的獎牌","","오로라몬 메달","Aruraumon-Medaille"
1511,"","Allomon Medal","異特龍獸的獎牌","","알로몬 메달","Allomon-Medaille"
1512,"","Vermilimon Medal","朱紅獸的獎牌","","버미리몬 메달","Vermilimon-Medaille"
1513,"","Varodurumon Medal","瓦爾德獸的獎牌","","발두르몬 메달","Valdurmon-Medaille"
1514,"","Wingdramon Medal","翼龍獸的獎牌","","윙드라몬 메달","Wingdramon-Medaille"
1515,"","Volcdramon Medal","火山龍獸","","볼크드라몬 메달","Volcdramon-Medaille"
1516,"","Elephantmon Medal","巨象獸","","코끼몬 메달","Elephantmon-Medaille"
1517,"","Otamamon R medal","紅蝌蚪獸的獎牌","","올챙몬(적) 메달","Otamamon-(R.)-Medaille"
1518,"","Opossummon Medal","負鼠獸的獎牌","","토토몬 메달","Opossummon-Medaille"
1519,"","Orcamon Medal","奧魯加獸的獎牌","","돌고래몬 메달","Orcamon-Medaille"
1520,"","Orochimon Medal","大蛇獸的獎牌","","오로치몬 메달","Orochimon-Medaille"
1521,"","Gargoylemon Medal","石像鬼獸的獎牌","","고르고몬 메달","Gargoylemon-Medaille"
1522,"","Chaosmon VA medal","混沌獸瓦爾德臂的獎牌","","카오스몬VA 메달","Chaosmon-VA-Medaille"
1523,"","Crabmon Medal","巨蟹獸的獎牌","","크랩몬 메달","Crabmon-Medaille"
1524,"","Kabukimon Medal","傾奇者獸的獎牌","","탤런트몬 메달","Kabukimon-Medaille"
1525,"","Gabumon B medal","黑加布獸的獎牌","","파피몬(흑) 메달","Gabumon-(S.)-Medaille"
1526,"","Chameleonmon Medal","變色龍獸的獎牌","","카멜레온몬 메달","Chameleonmon-Med."
1527,"","Gulfmon Medal","哈里發獸的獎牌","","가르프몬 메달","Gulfmon-Medaille"
1528,"","Garurumon B medal","黑加魯魯獸的獎牌","","가루몬(흑) 메달","Garurumon-(S.)-Medaille"
1529,"","Kangarumon Medal","袋鼠獸的獎牌","","캥거루몬 메달","Kangarumon-Medaille"
1530,"","GigaSeadramon Medal","千兆海龍獸的獎牌","","기가시드라몬 메달","GigaSeadramon-Med."
1531,"","Cannondramon Medal","加農砲龍獸的獎牌","","캐논드라몬 메달","Cannondramon-Med."
1532,"","Kyaromon Medal","彈彈獸的獎牌","","캬로몬 메달","Kyaromon-Medaille"
1533,"","Kyukimon Medal","窮奇獸的獎牌","","큐우키몬 메달","Kyukimon-Medaille"
1534,"","Kyupimon Medal","丘比獸的獎牌","","큐피몬 메달","Cupimon-Medaille"
1535,"","KingChessmon Medal","王棋獸的獎牌","","킹체스몬 메달","KingChessmon-Med."
1536,"","Ginryumon Medal","銀龍獸的獎牌","","깅류우몬 메달","Ginryumon-Medaille"
1537,"","C-Angemon Medal","鑰天使獸的獎牌","","C엔젤몬 메달","C.-Angemon-Medaille"
1538,"","Groundramon Medal","雲龍獸的獎牌","","그라운드라몬 메달","Groundramon-Medaille"
1539,"","Grizzlymon Medal","灰熊獸的獎牌","","그리즈몬 메달","Grizzlymon-Medaille"
1540,"","Gururumon Medal","古魯魯獸的獎牌","","구루몬 메달","Gururumon-Medaille"
1541,"","Cerberusmon Medal","沙路比獸的獎牌","","케르베로스몬 메달","Cerberusmon-Medaille"
1542,"","Geremon Medal","庸俗獸的獎牌","","옐로우워매몬 메달","Geremon-Medaille"
1543,"","Kenkimon Medal","工程機械獸的獎牌","","크레인몬 메달","Kenkimon-Medaille"
1544,"","Coredramon BL Medal","藍核龍獸的獎牌","","코어드라몬(청) 메달","Coredramon-(Bl.)-Med."
1545,"","Coredramon GR Medal","綠核龍獸的獎牌","","코어드라몬(녹) 메달","Coredramon-(Gr.)-Med."
1546,"","Kogamon Medal","甲賀獸的獎牌","","코가몬 메달","Kogamon-Medaille"
1547,"","Monmon Medal","小猴獸的獎牌","","코에몬 메달","Monmon-Medaille"
1548,"","Goatmon Medal","黑羊獸的獎牌","","고트몬 메달","Goatmon-Medaille"
1549,"","KoKabuterimon Medal","小獨角仙獸的獎牌","","코캅테리몬 메달","KoKabuterimon-Med."
1550,"","Roachmon Medal","蟑螂獸的獎牌","","로오치몬 메달","Roachmon-Medaille"
1551,"","Reapermon Medal","獄門獸的獎牌","","고크몬 메달","Reapermon-Medaille"
1552,"","Commandramon Medal","卡曼龍獸的獎牌","","코만드라몬 메달","Commandramon-Med."
1553,"","Kongoumon Medal","金剛獸的獎牌","","콩고몬 메달","Kongoumon-Medaille"
1554,"","Searchmon Medal","薩奇獸的獎牌","","서치몬 메달","Searchmon-Medaille"
1555,"","Psychemon Medal","迷幻獸的獎牌","","사이케몬 메달","Psychemon-Medaille"
1556,"","Weedmon Medal","雜草獸的獎牌","","그린베지몬 메달","Zassoumon-Medaille"
1557,"","Salamandermon Medal","沙羅曼蛇獸的獎牌","","사라만다몬 메달","Salamandermon-Med."
1558,"","Sangloupmon Medal","血狼獸的獎牌","","상굴몬 메달","Sangloupmon-Medaille"
1559,"","Zanbamon Medal","斬伐獸的獎牌","","황금무사몬 메달","Zanbamon-Medaille"
1560,"","Sunmon Medal","日光獸的獎牌","","선몬 메달","Sunmon-Medaille"
1561,"","Seasarmon Medal","風獅獸的獎牌","","시샤몬 메달","Seasarmon-Medaille"
1562,"","Sheepmon Medal","綿羊獸的獎牌","","메리몬 메달","Sheepmon-Medaille"
1563,"","Seahomon Medal","海馬獸的獎牌","","해마몬 메달","Seahomon-Medaille"
1564,"","Coelamon Medal","希拉獸的獎牌","","씨라몬 메달","Coelamon-Medaille"
1565,"","Sealsdramon Medal","特戰龍獸的獎牌","","실즈드라몬 메달","Sealdramon-Medaille"
1566,"","Shadramon Medal","影龍獸的獎牌","","샤드라몬 메달","Shadramon-Medaille"
1567,"","J-Silphymon Medal","風車人面戰鷹獸的獎牌","","J실피드몬 메달","J.-Silphymon-Medaille"
1568,"","ShimaUnimon Medal","獨角斑馬獸的獎牌","","얼룩유니몬 메달","ShimaUnimon-Medaille"
1569,"","Xiaomon Medal","夏奧獸的獎牌","","샤오몬 메달","Xiaomon-Medaille"
1570,"","J-Mojyamon Medal","叢林毛人獸的獎牌","","J모털몬 메달","J.-Mojyamon-Medaille"
1571,"","JewelBeemon Medal","寶石蜂獸的獎牌","","주엘비몬 메달","JewelBeemon-Medaille"
1572,"","Suijinmon Medal","水神獸的獎牌","","수신몬 메달","Suijinmon-Medaille"
1573,"","Swimmon Medal","游泳獸的獎牌","","스윔몬 메달","Swimmon-Medaille"
1574,"","SkullBaluchimon Medal","骨犀獸的獎牌","","스컬벌키몬 메달","SkullBaluchimon-Med."
1575,"","SkullScorpiomon Medal","毒蠍獸的獎牌","","전갈몬 메달","SkullScorpiomon-Med."
1576,"","Strabimon Medal","斯特拉比獸的獎牌","","스트라비몬 메달","Strabimon-Medaille"
1577,"","SnowGoblimon Medal","冰雪野人獸的獎牌","","스노우고부리몬 메달","SnowGoburimon-Med."
1578,"","Spinomon Medal","棘龍獸的獎牌","","스피노몬 메달","Spinomon-Medaille"
1579,"","Zurumon Medal","狡猾獸的獎牌","","얍실몬 메달","Zurumon-Medaille"
1580,"","Swanmon Medal","天鵝獸的獎牌","","백조몬 메달","Swanmon-Medaille"
1581,"","SaviorHuckmon Medal","救星漢克獸的獎牌","","세이버헉몬 메달","SaviorHackmon-Med."
1582,"","Saberdramon Medal","凶爪巴多拉獸的獎牌","","블랙버드라몬 메달","Saberdramon-Medaille"
1583,"","Sethmon Medal","賽特獸的獎牌","","세트몬 메달","Sethmon-Medaille"
1584,"","Soulmon Medal","靈魂獸的獎牌","","소울몬 메달","Soulmon-Medaille"
1585,"","Solarmon Medal","太陽獸的獎牌","","황금톱니몬 메달","Solarmon-Medaille"
1586,"","DS-Starmon Medal","暗黑超級流星獸的獎牌","","DS스타몬 메달","D.S.-Starmon-Medaille"
1587,"","DarkLizardmon Medal","暗黑蜥蜴獸的獎牌","","다크리자몬 메달","Darkrizamon-Medaille"
1588,"","T-Kabuterimon Medal","暴君比多獸的獎牌","","T캅테리몬 메달","T.-Kabuterimon-Med."
1589,"","Tuskmon Medal","大角獸的獎牌","","태스크몬 메달","Tuskmon-Medaille"
1590,"","Tankdramon Medal","坦克龍獸的獎牌","","탱크드라몬 메달","Tankdramon-Medaille"
1591,"","Choromon Medal","巧洛獸的獎牌","","뽈뽈몬 메달","Choromon-Medaille"
1592,"","Tsukaimon Medal","使魔獸的獎牌","","츄카이몬 메달","Tsukaimon-Medaille"
1593,"","MudFrigimon Medal","泥人獸的獎牌","","머드프리지몬 메달","MudFrigimon-Medaille"
1594,"","Diatrymon Medal","冠恐鳥獸的獎牌","","디아트리몬 메달","Diatrymon-Medaille"
1595,"","Dinotigermon Medal","恐獅王獸的獎牌","","다이노타이거몬 메달","Dinotigermon-Med."
1596,"","Dinohyumon Medal","龍人獸的獎牌","","다이노휴몬 메달","Dinohyumon-Medaille"
1597,"","Dinorexmon Medal","恐王龍獸的獎牌","","다이노렉스몬 메달","Dinorexmon-Medaille"
1598,"","Tylomon Medal","海王龍獸的獎牌","","티로몬 메달","Tylomon-Medaille"
1599,"","Devitamamon Medal","惡魔蛋蛋獸的獎牌","","데블타몬 메달","Devitamamon-Medaille"
1600,"","Depthmon Medal","深海獸的獎牌","","마린몬 메달","Depthmon-Medaille"
1601,"","ToyAgumon B medal","黑積木亞古獸的獎牌","","토이아구몬(흑) 메달","ToyAgumon-(S.)-Medaille"
1602,"","Doumon Medal","道師獸的獎牌","","도우몬 메달","Doumon-Medaille"
1603,"","Turuiemon Medal","兔爺獸的獎牌","","토리에몬 메달","Turuiemon-Medaille"
1604,"","Togemogumon Medal","刺鼠獸的獎牌","","도치몬 메달","Togemogumon-Medaille"
1605,"","Doggymon Medal","瘋狗獸的獎牌","","도그몬 메달","Doggymon-Medaille"
1606,"","TobuCatmon Medal","雄貓獸的獎牌","","토브캐트몬 메달","Tobucatmon-Medaille"
1607,"","Dracomon Medal","天龍獸的獎牌","","드라코몬 메달","Dracomon-Medaille"
1608,"","Triceramon Medal","三觭龍獸的獎牌","","트리케라몬 메달","Triceramon-Medaille"
1609,"","K-Chessmon B Medal","黑棋獸的獎牌","","K체스몬(흑) 메달","Kn.-Chessmon-(S.)-Med."
1610,"","K-Chessmon W Medal","白棋獸的獎牌","","K체스몬(백) 메달","Kn.-Chessmon-(W.)-Med."
1611,"","NiseDrimogemon Medal","假鑽地獸的獎牌","","수염두리몬 메달","NiseDrimogemon-Med."
1612,"","NeoDevimon Medal","新種惡魔獸的獎牌","","네오데블몬 메달","NeoDevimon-Medaille"
1613,"","Nohemon Medal","草人獸的獎牌","","허수아비몬 메달","Nohemon-Medaille"
1614,"","Harpymon Medal","哈比獸的獎牌","","하피몬 메달","Harpymon-Medaille"
1615,"","P-Volcanomon Medal","摔跤火山獸的獎牌","","P볼케몬 메달","P.-Volcanomon-Med."
1616,"","BaoHuckmon Medal","巴歐漢克獸的獎牌","","바오헉몬 메달","BaoHackmon-Medaille"
1617,"","Paomon Medal","巴歐獸的獎牌","","파오몬 메달","Paomon-Medaille"
1618,"","Butterflymon Medal","蝴蝶獸的獎牌","","나비몬 메달","Butterflymon-Medaille"
1619,"","Pafumon Medal","膨膨獸的獎牌","","파후몬 메달","Puffmon-Medaille"
1620,"","Parasimon Medal","寄生蟲獸的獎牌","","패러사이몬 메달","Parasitemon-Medaille"
1621,"","Bulbmon Medal","閥門獸的獎牌","","벨브몬 메달","Bulbmon-Medaille"
1622,"","Peacockmon Medal","孔雀龍獸的獎牌","","피콕몬 메달","Peacockmon-Medaille"
1623,"","Hisyaryumon Medal","龍王獸的獎牌","","히사류우몬 메달","Hisyaryumon-Medaille"
1624,"","B-Chessmon Medal","主教獸的獎牌","","B체스몬 메달","B.-Chessmon-Medaille"
1625,"","Pichimon Medal","比基獸的獎牌","","피치몬 메달","Pichimon-Medaille"
1626,"","Rabbitmon Medal","野兔獸的獎牌","","비트몬 메달","Rabbitmon-Medaille"
1627,"","Pinamon Medal","皮那獸的獎牌","","피나몬 메달","Pinamon-Medaille"
1628,"","Pipismon Medal","蝙蝠獸的獎牌","","피피스몬 메달","Pipismon-Medaille"
1629,"","HippoGryphonmon Medal","仙鷹獸的獎牌","","히포그리포몬 메달","HippoGryphonmon-Med."
1630,"","Hyogamon Medal","冰加獸的獎牌","","블루우가몬 메달","Hyogamon-Medaille"
1631,"","Phascomon Medal","無尾熊獸的獎牌","","파스코몬 메달","Phascomon-Medaille"
1632,"","Fangmon Medal","狼牙獸的獎牌","","팽몬 메달","Fangmon-Medaille"
1633,"","FanBeemon Medal","幻蜂獸的獎牌","","아기벌몬 메달","FanBeemon-Medaille"
1634,"","Fugamon Medal","風加獸的獎牌","","푸가몬 메달","Fugamon-Medaille"
1635,"","Fujinmon Medal","風神獸的獎牌","","풍신몬 메달","Fujinmon-Medaille"
1636,"","Boogiemon Medal","夜魔獸的獎牌","","부기몬 메달","Boogeymon-Medaille"
1637,"","DemiMeramon Medal","小火焰獸的獎牌","","푸치메라몬 메달","DemiMeramon-Medaille"
1638,"","Petitmon Medal","小龍獸的獎牌","","쁘띠몬 메달","Petitmon-Medaille"
1639,"","Bucchiemon GR medal","愛精靈獸(綠)的獎牌","","푸치몬(녹) 메달","Bucchiemon-(Gr.)-Med."
1640,"","Puttimon Medal","小天使獸的獎牌","","푸트몬 메달","Puttimon-Medaille"
1641,"","Pteramon Medal","翼龍獸的獎牌","","프테라몬 메달","Pteramon-Medaille"
1642,"","Pupumon Medal","普普獸的獎牌","","푸푸몬 메달","Pupumon-Medaille"
1643,"","Flybeemon Medal","蜂王獸的獎牌","","플라몬 메달","Flybeemon-Medaille"
1644,"","Bullmon Medal","鬥牛獸的獎牌","","황소몬 메달","Bullmon-Medaille"
1645,"","Flarerizamon Medal","火焰蜥蜴獸的獎牌","","화염리자몬 메달","Flarerizamon-Medaille"
1646,"","B-Kuwagamon Medal","銳刃古加獸的獎牌","","B쿠가몬 메달","B.-Kuwagamon-Medaille"
1647,"","Prairiemon Medal","土撥鼠獸的獎牌","","프라리몬 메달","Prairimon-Medaille"
1648,"","Frogmon Medal","雨蛙獸的獎牌","","프로그몬 메달","Frogmon-Medaille"
1649,"","Puroromon Medal","普洛洛獸的獎牌","","푸로로몬 메달","Puroromon-Medaille"
1650,"","Bearmon Medal","小熊獸的獎牌","","베어몬 메달","Bearmon-Medaille"
1651,"","Petaldramon Medal","花龍獸的獎牌","","페탈드라몬 메달","Petaldramon-Medaille"
1652,"","Betsumon Medal","冒充獸的獎牌","","베츠몬 메달","Betsumon-Medaille"
1653,"","Bebydomon Medal","幼龍獸的獎牌","","베비드몬 메달","Bebydomon-Medaille"
1654,"","Velgemon Medal","瓦爾格爾獸的獎牌","","베르그몬 메달","Velgremon-Medaille"
1655,"","Penguinmon Medal","企鵝獸的獎牌","","펭귄몬 메달","Penguinmon-Medaille"
1656,"","Boarmon Medal","燒豬獸的獎牌","","멧돼지몬 메달","Boarmon-Medaille"
1657,"","Porcupamon Medal","刺熊獸的獎牌","","포큐파몬 메달","Porcupamon-Medaille"
1658,"","Pokomon Medal","波克獸的獎牌","","포코몬 메달","Viximon-Medaille"
1659,"","Bommon Medal","炸彈獸的獎牌","","봄몬 메달","Bommon-Medaille"
1660,"","Ponchomon Medal","墨西哥仙人掌獸的獎牌","","판초몬 메달","Ponchomon-Medaille"
1661,"","Matadormon Medal","鬥牛士獸的獎牌","","마타돌몬 메달","Matadormon-Medaille"
1662,"","Mametyramon Medal","豆豆巨龍獸的獎牌","","콩알티라몬 메달","MameTyramon-Medaille"
1663,"","Mantaraymon Medal","巨魟獸的獎牌","","가오리몬 메달","Mantaraymon-Medaille"
1664,"","Manbomon Medal","曼波獸的獎牌","","맘보몬 메달","Manbomon-Medaille"
1665,"","Mikemon Medal","三毛貓獸的獎牌","","미케몬 메달","Mikemon-Medaille"
1666,"","Missimon Medal","導彈獸的獎牌","","미사일몬 메달","Missimon-Medaille"
1667,"","Minotarumon Medal","牛人獸的獎牌","","미노타르몬 메달","Minotarumon-Medaille"
1668,"","Moosemon Medal","駝鹿獸的獎牌","","무스몬 메달","Moosemon-Medaille"
1669,"","Muchomon Medal","五彩獸的獎牌","","레드펭귄몬 메달","Muchomon-Medaille"
1670,"","M-Millenniummon Medal","月之千年獸的獎牌","","문밀레니엄몬 메달","M-Millenniummon-Med."
1671,"","Musyamon Medal","武者獸的獎牌","","무사몬 메달","Musyamon-Medaille"
1672,"","Murmukusmon Medal","姆爾姆爾獸的獎牌","","무크스몬 메달","Murmuxmon-Medaille"
1673,"","Moonmon Medal","月光獸的獎牌","","문몬 메달","Moonmon-Medaille"
1674,"","Maildramon Medal","鎧龍獸的獎牌","","메일드라몬 메달","Maildramon-Medaille"
1675,"","M-Kuwagamon Medal","梅特利古加獸的獎牌","","메타리페쿠와가몬 메달","M.-Kuwagamon-Medaille"
1676,"","MetalPiranimon Medal","鋼鐵比拉獸的獎牌","","메탈피라니몬 메달","MetalPiranimon-Med."
1677,"","Mokumon Medal","煙霧獸的獎牌","","모크몬 메달","Mokumon-Medaille"
1678,"","Mothmon Medal","飛蛾獸的獎牌","","나방몬 메달","Mothmon-Medaille"
1679,"","MoriShellmon Medal","森林貝殼獸的獎牌","","그린쉘몬 메달","MoriShellmon-Med."
1680,"","Yasyamon Medal","夜叉獸的獎牌","","야차몬 메달","Yasyamon-Medaille"
1681,"","Yanmamon Medal","蜻蜓獸的獎牌","","왕잠자리몬 메달","Yanmamon-Medaille"
1682,"","SnowAgumon Medal","雪古獸的獎牌","","스노우아구몬 메달","SnowAgumon-Medaille"
1683,"","Youkomon Medal","邪狐獸的獎牌","","블랙구미호몬 메달","Youkomon-Medaille"
1684,"","Liamon Medal","雷亞獸的獎牌","","라이아몬 메달","Liamon-Medaille"
1685,"","Raijinmon Medal","雷神獸的獎牌","","뇌신몬 메달","Raijinmon-Medaille"
1686,"","Raidenmon Medal","雷電獸的獎牌","","라이덴몬 메달","Raidenmon-Medaille"
1687,"","R-Kabuterimon Medal","萊諾比多獸的獎牌","","리노캅테리몬 메달","R.-Kabuterimon-Med."
1688,"","Rhinomon Medal","巨犀獸的獎牌","","리노몬 메달","Rhinomon-Medaille"
1689,"","Rhihimon Medal","帝獅獸的獎牌","","라이히몬 메달","Rhihimon-Medaille"
1690,"","Labramon Medal","拉布拉獸的獎牌","","래브라몬 메달","Labramon-Medaille"
1691,"","Lynxmon Medal","山貓獸的獎牌","","링스몬 메달","Lynxmon-Medaille"
1692,"","Lampmon Medal","油燈獸的獎牌","","램프몬 메달","Lampmon-Medaille"
1693,"","Ryudamon Medal","龍蛇獸的獎牌","","류우다몬 메달","Ryudamon-Medaille"
1694,"","Rinkmon Medal","零酷獸的獎牌","","링크몬 메달","Rinkmon-Medaille"
1695,"","RookChessmon Medal","戰車獸的獎牌","","룩체스몬 메달","RookChessmon-Med."
1696,"","Dolphmon Medal","海豚獸的獎牌","","돌핀몬 메달","Dolphmon-Medaille"
1697,"","Liollmon Medal","幼獅獸的獎牌","","레오르몬 메달","Leormon-Medaille"
1698,"","LoaderLiomon Medal","裝甲獅子獸的獎牌","","로더레오몬 메달","LoaderLiomon-Med."
1699,"","W-Garurumon B medal","黑獸人加魯魯獸的獎牌","","워가루몬(흑) 메달","W.-Garurumon-(S.)-Med."
1700,"","WaruSeadramon Medal","惡海龍獸的獎牌","","데블시드라몬 메달","WaruSeadramon-Med."
10101,"","Cyber Sleuth Goggles","電腦偵探的防風鏡","","전뇌탐정의 고글","Cyberdetektiv-Brille"
12401,"","Golden Goggles","金色防風鏡","","금색 고글","Goldene Brille"
10201,"","High-Powered Visor","高性能顯示器","","고성능 바이저","Leistungsfäh. Visier"
12501,"","Golden Visor","金色顯示器","","금색 바이저","Goldenes Visier"
10301,"","Kagami Mochi (W)","鏡餅【白】","","찰떡(백)","Kagami-Mochi (weiß)"
10302,"","Kagami Mochi (R+W)","鏡餅【紅白】","","찰떡(홍백)","Kagami-Mochi (rot/w)"
12601,"","Kagami Mochi (G)","鏡餅【金】","","찰떡(금)","Kagami-Mochi (gold)"
10401,"","Mirror Motimon Doll","鏡餅年糕獸【玩偶】","","찰떡 모티몬(인형)","Spiegel-Motimonpuppe"
10501,"","Chocolate Heart","愛心巧克力","","하트 초콜릿","Schokoherz"
10502,"","W. Chocolate Heart","愛心白巧克力","","화이트 하트 초콜릿","Weißes Schokoherz"
12701,"","Heart Symbol","心型符號","","하크 마크","Herzsymbol"
12702,"","Breaking Heart","粉碎之心","","브레이킹 하트","Gebrochenes Herz"
12801,"","Golden Heart","黃金之心","","골든 하트","Goldenes Herz"
